ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1303	"ENSMUSG00000042328.13"	"Hps4"	chr5	+	112369454	112370744	112369454	112369551	112369945	112370744
1304	"ENSMUSG00000007029.16"	"Vars"	chr17	+	35004771	35005061	35004771	35004893	35004976	35005061
1305	"ENSMUSG00000007029.16"	"Vars"	chr17	+	35011599	35011898	35011599	35011694	35011807	35011898
1306	"ENSMUSG00000007029.16"	"Vars"	chr17	+	35013121	35013390	35013121	35013192	35013264	35013390
1307	"ENSMUSG00000007029.16"	"Vars"	chr17	+	35013642	35013896	35013642	35013747	35013827	35013896
1308	"ENSMUSG00000025144.17"	"Stra13"	chr11	-	120711702	120711895	120711702	120711756	120711843	120711895
1309	"ENSMUSG00000021431.15"	"Snrnp48"	chr13	+	38217373	38220776	38217373	38217495	38220687	38220776
1310	"ENSMUSG00000001155.13"	"Ftcd"	chr10	+	76583810	76584299	76583810	76583872	76584169	76584299
1311	"ENSMUSG00000032301.13"	"Psma4"	chr9	+	54952081	54952383	54952081	54952108	54952340	54952383
1312	"ENSMUSG00000021461.17"	"Fancc"	chr13	-	63330538	63331893	63330538	63330620	63331840	63331893
1313	"ENSMUSG00000022564.7"	"Grina"	chr15	+	76248448	76248900	76248448	76248649	76248771	76248900
1314	"ENSMUSG00000022160.18"	"Mettl3"	chr14	-	52299700	52300105	52299700	52299819	52300033	52300105
1315	"ENSMUSG00000050211.14"	"Pla2g4e"	chr2	-	120186346	120187238	120186346	120186410	120187195	120187238
1316	"ENSMUSG00000035781.14"	"R3hdm4"	chr10	-	79911941	79912160	79911941	79911997	79912074	79912160
1317	"ENSMUSG00000086370.8"	"Ftx"	chrX	-	103569567	103572561	103569567	103570875	103572499	103572561
1318	"ENSMUSG00000032313.11"	"Tmem266"	chr9	+	55435190	55438345	55435190	55435253	55437106	55438345
1319	"ENSMUSG00000026116.11"	"Tmem131"	chr1	-	36807883	36808985	36807883	36808476	36808826	36808985
1320	"ENSMUSG00000026116.11"	"Tmem131"	chr1	-	36815454	36815996	36815454	36815521	36815886	36815996
1321	"ENSMUSG00000021804.6"	"Rgr"	chr14	-	37034908	37038968	37034908	37038367	37038854	37038968
1322	"ENSMUSG00000029267.17"	"Mtf2"	chr5	+	108080824	108081023	108080824	108080841	108080921	108081023
1323	"ENSMUSG00000030037.9"	"Mrpl53"	chr6	+	83109313	83109939	83109313	83109426	83109521	83109939
1324	"ENSMUSG00000020536.12"	"Llgl1"	chr11	+	60712920	60714186	60712920	60713041	60713128	60714186
1325	"ENSMUSG00000099722.3"	"RP23-380A10.3"	chr9	-	103919391	103919876	103919391	103919631	103919718	103919876
1326	"ENSMUSG00000041506.15"	"Rrp9"	chr9	+	106482911	106483211	106482911	106483036	106483118	106483211
1327	"ENSMUSG00000042272.17"	"Sestd1"	chr2	-	77198288	77199060	77198288	77198403	77198865	77199060
1328	"ENSMUSG00000033545.14"	"Znrf1"	chr8	+	111621595	111626030	111621595	111621687	111622798	111626030
1329	"ENSMUSG00000053931.11"	"Cnn3"	chr3	+	121449948	121450358	121449948	121450070	121450291	121450358
1330	"ENSMUSG00000030897.5"	"Cnga4"	chr7	+	105404888	105405276	105404888	105404990	105405169	105405276
1331	"ENSMUSG00000059366.3"	"Olfr959"	chr9	-	39569382	39574952	39569382	39573612	39574899	39574952
1332	"ENSMUSG00000037321.17"	"Tap1"	chr17	+	34192836	34192965	34192836	34192857	34192941	34192965
1333	"ENSMUSG00000029062.14"	"Cdk11b"	chr4	+	155625530	155625773	155625530	155625654	155625726	155625773
1334	"ENSMUSG00000053693.16"	"Mast1"	chr8	-	84916552	84917974	84916552	84916759	84917726	84917974
1335	"ENSMUSG00000053693.16"	"Mast1"	chr8	-	84920796	84921232	84920796	84920962	84921099	84921232
1336	"ENSMUSG00000053693.16"	"Mast1"	chr8	-	84923728	84924113	84923728	84923939	84924027	84924113
1337	"ENSMUSG00000053693.16"	"Mast1"	chr8	-	84925274	84925541	84925274	84925342	84925408	84925541
1338	"ENSMUSG00000019518.10"	"Ap4m1"	chr5	+	138172348	138172893	138172348	138172437	138172786	138172893
1339	"ENSMUSG00000019518.10"	"Ap4m1"	chr5	+	138172348	138172893	138172348	138172479	138172786	138172893
1340	"ENSMUSG00000019518.10"	"Ap4m1"	chr5	+	138176051	138176263	138176051	138176118	138176209	138176263
1341	"ENSMUSG00000019518.10"	"Ap4m1"	chr5	+	138177922	138178180	138177922	138177973	138178068	138178180
1342	"ENSMUSG00000037890.13"	"Wdr19"	chr5	+	65245795	65247529	65245795	65245908	65247460	65247529
1343	"ENSMUSG00000062818.7"	"Vmn1r51"	chr6	+	90124656	90132264	90124656	90124765	90128232	90132264
1344	"ENSMUSG00000062818.7"	"Vmn1r51"	chr6	+	90124656	90132264	90124656	90124765	90128425	90132264
1345	"ENSMUSG00000054252.17"	"Fgfr3"	chr5	+	33730143	33732261	33730143	33730334	33732116	33732261
1346	"ENSMUSG00000054252.17"	"Fgfr3"	chr5	+	33734346	33734623	33734346	33734469	33734552	33734623
1347	"ENSMUSG00000035798.14"	"Zdhhc17"	chr10	-	110949620	110950683	110949620	110949683	110950560	110950683
1348	"ENSMUSG00000031167.16"	"Rbm3"	chrX	-	8143847	8144679	8143847	8143947	8144572	8144679
1349	"ENSMUSG00000019996.17"	"Map7"	chr10	+	20273279	20273880	20273279	20273454	20273778	20273880
1350	"ENSMUSG00000030584.14"	"Dpf1"	chr7	+	29314138	29314402	29314138	29314189	29314282	29314402
1351	"ENSMUSG00000029534.17"	"St7"	chr6	+	17850356	17852412	17850356	17850425	17852257	17852412
1352	"ENSMUSG00000038685.18"	"Rtel1"	chr2	+	181351575	181351953	181351575	181351699	181351802	181351953
1353	"ENSMUSG00000038685.18"	"Rtel1"	chr2	+	181354352	181355552	181354352	181354442	181355309	181355552
1354	"ENSMUSG00000038685.18"	"Rtel1"	chr2	+	181354352	181355552	181354352	181354442	181355327	181355552
1355	"ENSMUSG00000038685.18"	"Rtel1"	chr2	+	181355923	181356258	181355923	181355959	181356157	181356258
1356	"ENSMUSG00000001687.15"	"Ubl3"	chr5	-	148552156	148552789	148552156	148552587	148552637	148552789
1357	"ENSMUSG00000028456.18"	"Unc13b"	chr4	+	43257846	43258302	43257846	43257935	43258149	43258302
1358	"ENSMUSG00000021488.8"	"Nsd1"	chr13	+	55213203	55214150	55213203	55213317	55214060	55214150
1359	"ENSMUSG00000033191.14"	"Tie1"	chr4	-	118478861	118479903	118478861	118479152	118479612	118479903
1360	"ENSMUSG00000000148.17"	"Brat1"	chr5	+	140710137	140711653	140710137	140710292	140711505	140711653
1361	"ENSMUSG00000000148.17"	"Brat1"	chr5	+	140712504	140713172	140712504	140712877	140713052	140713172
1362	"ENSMUSG00000000148.17"	"Brat1"	chr5	+	140712504	140713172	140712504	140712901	140713052	140713172
1363	"ENSMUSG00000023411.12"	"Nfatc4"	chr14	+	55830268	55831708	55830268	55830596	55831652	55831708
1364	"ENSMUSG00000023411.12"	"Nfatc4"	chr14	+	55832222	55833624	55832222	55832804	55833556	55833624
1365	"ENSMUSG00000031708.16"	"Tecr"	chr8	-	83572840	83573323	83572840	83572946	83573027	83573323
1366	"ENSMUSG00000031708.16"	"Tecr"	chr8	-	83572840	83573323	83572840	83572946	83573219	83573323
1367	"ENSMUSG00000031708.16"	"Tecr"	chr8	-	83573027	83573323	83573027	83573143	83573219	83573323
1368	"ENSMUSG00000019214.13"	"Chtf18"	chr17	-	25722843	25723313	25722843	25722942	25723219	25723313
1369	"ENSMUSG00000036054.15"	"Sugp2"	chr8	+	70260468	70261317	70260468	70260589	70261230	70261317
1370	"ENSMUSG00000042524.14"	"Sun2"	chr15	-	79727862	79728581	79727862	79728084	79728415	79728581
1371	"ENSMUSG00000042524.14"	"Sun2"	chr15	-	79727862	79729076	79727862	79728581	79729032	79729076
1372	"ENSMUSG00000063268.12"	"Parp10"	chr15	-	76241657	76242639	76241657	76242322	76242402	76242639
1373	"ENSMUSG00000028923.14"	"Necap2"	chr4	-	141073507	141073779	141073507	141073589	141073674	141073779
1374	"ENSMUSG00000047021.14"	"Cfap65"	chr1	-	74922927	74925167	74922927	74923065	74924792	74925167
1375	"ENSMUSG00000023902.18"	"Zscan10"	chr17	+	23609266	23609697	23609266	23609466	23609562	23609697
1376	"ENSMUSG00000000740.12"	"Rpl13"	chr8	+	123102844	123103356	123102844	123102986	123103182	123103356
1377	"ENSMUSG00000000740.12"	"Rpl13"	chr8	+	123103897	123105244	123103897	123103954	123105043	123105244
1378	"ENSMUSG00000039041.15"	"Adrm1"	chr2	+	180172855	180174033	180172855	180172972	180173909	180174033
1379	"ENSMUSG00000055235.11"	"Wdr86"	chr5	-	24712849	24715661	24712849	24712953	24715525	24715661
1380	"ENSMUSG00000004891.16"	"Nes"	chr3	+	87975420	87980451	87975420	87976580	87976712	87980451
1381	"ENSMUSG00000043089.6"	"Mmp1a"	chr9	+	7464866	7465107	7464866	7465082	7465084	7465107
1382	"ENSMUSG00000024743.15"	"Syt7"	chr19	+	10426298	10426667	10426298	10426463	10426610	10426667
1383	"ENSMUSG00000063531.7"	"Sema3e"	chr5	+	14225552	14226530	14225552	14225695	14226415	14226530
1384	"ENSMUSG00000032299.10"	"Commd4"	chr9	-	57155901	57156555	57155901	57155982	57156171	57156555
1385	"ENSMUSG00000032299.10"	"Commd4"	chr9	-	57155901	57156555	57155901	57155982	57156515	57156555
1386	"ENSMUSG00000032299.10"	"Commd4"	chr9	-	57156171	57156555	57156171	57156291	57156515	57156555
1387	"ENSMUSG00000037032.16"	"Apbb1"	chr7	-	105565532	105565951	105565532	105565647	105565945	105565951
1388	"ENSMUSG00000037032.16"	"Apbb1"	chr7	-	105567253	105567484	105567253	105567339	105567427	105567484
1389	"ENSMUSG00000026955.13"	"Sapcd2"	chr2	+	25375967	25376274	25375967	25376075	25376163	25376274
1390	"ENSMUSG00000061937.7"	"Csn1s2a"	chr5	+	87784564	87785313	87784564	87784588	87785286	87785313
1391	"ENSMUSG00000040667.11"	"Nup88"	chr11	-	70943878	70944238	70943878	70943997	70944111	70944238
1392	"ENSMUSG00000025737.5"	"Wdr24"	chr17	+	25827234	25827532	25827234	25827356	25827427	25827532
1393	"ENSMUSG00000026509.15"	"Capn2"	chr1	-	182489964	182491035	182489964	182490048	182490866	182491035
1394	"ENSMUSG00000026509.15"	"Capn2"	chr1	-	182490866	182492195	182490866	182491035	182492061	182492195
1395	"ENSMUSG00000068877.12"	"Selenbp2"	chr3	+	94697304	94698163	94697304	94697490	94698042	94698163
1396	"ENSMUSG00000023191.9"	"P3h3"	chr6	-	124845201	124845658	124845201	124845319	124845507	124845658
1397	"ENSMUSG00000023191.9"	"P3h3"	chr6	-	124850917	124851131	124850917	124850983	124851078	124851131
1398	"ENSMUSG00000023191.9"	"P3h3"	chr6	-	124850917	124851131	124850917	124850985	124851078	124851131
1399	"ENSMUSG00000025151.16"	"Maged1"	chrX	-	94536873	94537356	94536873	94536988	94537293	94537356
1400	"ENSMUSG00000025151.16"	"Maged1"	chrX	-	94537293	94537584	94537293	94537356	94537541	94537584
1401	"ENSMUSG00000025151.16"	"Maged1"	chrX	-	94537675	94538065	94537675	94537755	94537973	94538065
1402	"ENSMUSG00000046203.11"	"Sprr2g"	chr3	+	92374620	92375229	92374620	92374690	92374691	92375229
1403	"ENSMUSG00000049606.16"	"Zfp644"	chr5	-	106635609	106638635	106635609	106636323	106636416	106638635
1404	"ENSMUSG00000090266.10"	"Mettl23"	chr11	+	116848900	116849300	116848900	116849138	116849215	116849300
1405	"ENSMUSG00000040652.16"	"Oaz2"	chr9	+	65686195	65686353	65686195	65686268	65686272	65686353
1406	"ENSMUSG00000040652.16"	"Oaz2"	chr9	+	65686195	65686353	65686195	65686271	65686272	65686353
1407	"ENSMUSG00000022875.17"	"Kng1"	chr16	+	23078973	23080006	23078973	23079051	23079594	23080006
1408	"ENSMUSG00000078122.4"	"RP23-23B17.2"	chrX	+	96240412	96243636	96240412	96240513	96241037	96243636
1409	"ENSMUSG00000025728.15"	"Pigq"	chr17	-	25931673	25932231	25931673	25931827	25932104	25932231
1410	"ENSMUSG00000030802.14"	"Bckdk"	chr7	+	127905221	127905480	127905221	127905290	127905369	127905480
1411	"ENSMUSG00000021494.9"	"Ddx41"	chr13	-	55535729	55536045	55535729	55535804	55535885	55536045
1412	"ENSMUSG00000021494.9"	"Ddx41"	chr13	-	55535885	55536406	55535885	55536045	55536295	55536406
1413	"ENSMUSG00000047935.17"	"RP24-473D4.1"	chr8	+	12429506	12430038	12429506	12429968	12429969	12430038
1414	"ENSMUSG00000025579.14"	"Gaa"	chr11	+	119273974	119274311	119273974	119274140	119274214	119274311
1415	"ENSMUSG00000032604.16"	"Qars"	chr9	+	108508382	108508986	108508382	108508481	108508876	108508986
1416	"ENSMUSG00000032604.16"	"Qars"	chr9	+	108508382	108508986	108508382	108508530	108508876	108508986
1417	"ENSMUSG00000032604.16"	"Qars"	chr9	+	108508382	108509224	108508382	108508986	108509148	108509224
1418	"ENSMUSG00000032604.16"	"Qars"	chr9	+	108508876	108509224	108508876	108509004	108509148	108509224
1419	"ENSMUSG00000032604.16"	"Qars"	chr9	+	108512482	108512778	108512482	108512569	108512699	108512778
1420	"ENSMUSG00000032604.16"	"Qars"	chr9	+	108512482	108512778	108512482	108512582	108512699	108512778
1421	"ENSMUSG00000032604.16"	"Qars"	chr9	+	108513892	108514208	108513892	108513980	108514064	108514208
1422	"ENSMUSG00000032604.16"	"Qars"	chr9	+	108514966	108515232	108514966	108515033	108515106	108515232
1423	"ENSMUSG00000032604.16"	"Qars"	chr9	+	108514966	108515232	108514966	108515033	108515119	108515232
1424	"ENSMUSG00000032604.16"	"Qars"	chr9	+	108514966	108515232	108514966	108515033	108515131	108515232
1425	"ENSMUSG00000032604.16"	"Qars"	chr9	+	108514966	108515936	108514966	108515232	108515795	108515936
1426	"ENSMUSG00000092060.4"	"Bend4"	chr5	-	67392147	67400301	67392147	67398450	67400060	67400301
1427	"ENSMUSG00000092060.4"	"Bend4"	chr5	-	67392147	67400301	67392147	67398450	67400131	67400301
1428	"ENSMUSG00000027356.8"	"Fermt1"	chr2	-	132924956	132925794	132924956	132925088	132925686	132925794
1429	"ENSMUSG00000066850.2"	"Vmn1r65"	chr7	-	6007749	6010735	6007749	6009726	6010191	6010735
1430	"ENSMUSG00000031493.10"	"Ggn"	chr7	+	29170857	29173100	29170857	29171805	29172721	29173100
1431	"ENSMUSG00000060024.2"	"Vmn1r213"	chr13	+	23008716	23014482	23008716	23008888	23011496	23014482
1432	"ENSMUSG00000060024.2"	"Vmn1r213"	chr13	+	23008716	23014482	23008716	23009036	23011496	23014482
1433	"ENSMUSG00000030591.17"	"Psmd8"	chr7	-	29174187	29175522	29174187	29174747	29175410	29175522
1434	"ENSMUSG00000024948.14"	"Map4k2"	chr19	+	6341743	6341967	6341743	6341834	6341902	6341967
1435	"ENSMUSG00000024948.14"	"Map4k2"	chr19	+	6343801	6344079	6343801	6343883	6343971	6344079
1436	"ENSMUSG00000024948.14"	"Map4k2"	chr19	+	6345576	6345836	6345576	6345610	6345727	6345836
1437	"ENSMUSG00000024948.14"	"Map4k2"	chr19	+	6346083	6346293	6346083	6346125	6346208	6346293
1438	"ENSMUSG00000024948.14"	"Map4k2"	chr19	+	6352774	6353190	6352774	6352861	6353119	6353190
1439	"ENSMUSG00000068264.11"	"Ap5s1"	chr2	+	131212446	131213514	131212446	131212736	131212825	131213514
1440	"ENSMUSG00000010097.13"	"Nxf1"	chr19	+	8764921	8766833	8764921	8765031	8766796	8766833
1441	"ENSMUSG00000010097.13"	"Nxf1"	chr19	+	8767079	8767283	8767079	8767148	8767227	8767283
1442	"ENSMUSG00000010097.13"	"Nxf1"	chr19	+	8767079	8767283	8767079	8767148	8767281	8767283
1443	"ENSMUSG00000046295.13"	"Ankle1"	chr8	+	71406678	71407749	71406678	71406784	71406861	71407749
1444	"ENSMUSG00000046295.13"	"Ankle1"	chr8	+	71406861	71407749	71406861	71406973	71407212	71407749
1445	"ENSMUSG00000046295.13"	"Ankle1"	chr8	+	71406861	71407749	71406861	71406973	71407272	71407749
1446	"ENSMUSG00000041319.13"	"Thoc6"	chr17	-	23668975	23669306	23668975	23669110	23669195	23669306
1447	"ENSMUSG00000043410.16"	"Hfm1"	chr5	-	106902921	106904358	106902921	106903073	106904225	106904358
1448	"ENSMUSG00000025512.15"	"Chid1"	chr7	-	141522608	141527705	141522608	141522701	141527598	141527705
1449	"ENSMUSG00000021901.10"	"Bap1"	chr14	+	31251749	31251954	31251749	31251779	31251899	31251954
1450	"ENSMUSG00000021901.10"	"Bap1"	chr14	+	31256660	31257767	31256660	31256791	31257288	31257767
1451	"ENSMUSG00000021901.10"	"Bap1"	chr14	+	31256660	31257767	31256660	31256791	31257625	31257767
1452	"ENSMUSG00000021901.10"	"Bap1"	chr14	+	31257880	31258530	31257880	31258041	31258457	31258530
1453	"ENSMUSG00000030468.12"	"Siglecg"	chr7	+	43409242	43410556	43409242	43409521	43410508	43410556
1454	"ENSMUSG00000030468.12"	"Siglecg"	chr7	+	43409242	43411461	43409242	43411206	43411413	43411461
1455	"ENSMUSG00000030468.12"	"Siglecg"	chr7	+	43411561	43412174	43411561	43411819	43411889	43412174
1456	"ENSMUSG00000042759.12"	"Apobr"	chr7	+	126585375	126587811	126585375	126585465	126587536	126587811
1457	"ENSMUSG00000069911.10"	"Fam196b"	chr11	+	34401055	34403305	34401055	34401140	34401479	34403305
1458	"ENSMUSG00000054115.11"	"Skp2"	chr15	-	9111984	9116968	9111984	9113867	9116860	9116968
1459	"ENSMUSG00000029718.14"	"Pcolce"	chr5	-	137605722	137607107	137605722	137605800	137606826	137607107
1460	"ENSMUSG00000026825.17"	"Dnm1"	chr2	-	32308470	32310487	32308470	32309064	32310450	32310487
1461	"ENSMUSG00000034156.16"	"Bzrap1"	chr11	+	87781681	87782049	87781681	87781753	87781944	87782049
1462	"ENSMUSG00000027669.14"	"Gnb4"	chr3	-	32589708	32590063	32589708	32589910	32589996	32590063
1463	"ENSMUSG00000029089.8"	"Pacrgl"	chr5	+	48372328	48374247	48372328	48372495	48374179	48374247
1464	"ENSMUSG00000073915.5"	"Olfr676"	chr7	+	105035554	105037750	105035554	105035621	105037371	105037750
1465	"ENSMUSG00000037761.16"	"Actr5"	chr2	+	158635306	158636147	158635306	158635426	158636007	158636147
1466	"ENSMUSG00000037761.16"	"Actr5"	chr2	+	158635306	158636147	158635306	158635426	158636026	158636147
1467	"ENSMUSG00000013622.15"	"Atraid"	chr5	+	31052196	31052884	31052196	31052268	31052762	31052884
1468	"ENSMUSG00000041921.16"	"Metap1d"	chr2	+	71509740	71511560	71509740	71509890	71511411	71511560
1469	"ENSMUSG00000060373.15"	"Hnrnpc"	chr14	-	52098014	52098544	52098014	52098040	52098315	52098544
1470	"ENSMUSG00000022463.8"	"Srebf2"	chr15	+	82169737	82170154	82169737	82169818	82169938	82170154
1471	"ENSMUSG00000022463.8"	"Srebf2"	chr15	+	82169737	82171283	82169737	82170154	82171101	82171283
1472	"ENSMUSG00000040562.12"	"Gstm2"	chr3	-	107985617	107986109	107985617	107985682	107986033	107986109
1473	"ENSMUSG00000001082.12"	"Mfsd10"	chr5	-	34634590	34634962	34634590	34634644	34634850	34634962
1474	"ENSMUSG00000001082.12"	"Mfsd10"	chr5	-	34634590	34634962	34634590	34634699	34634850	34634962
1475	"ENSMUSG00000031311.17"	"Nono"	chrX	+	101444687	101445334	101444687	101444790	101445294	101445334
1476	"ENSMUSG00000025558.17"	"Dock9"	chr14	-	121581331	121583540	121581331	121581445	121583357	121583540
1477	"ENSMUSG00000024535.15"	"Snx24"	chr18	+	53389516	53390823	53389516	53389612	53390391	53390823
1478	"ENSMUSG00000002984.17"	"Tomm40"	chr7	-	19703065	19703391	19703065	19703142	19703268	19703391
1479	"ENSMUSG00000013997.10"	"Nit1"	chr1	-	171344063	171344539	171344063	171344167	171344287	171344539
1480	"ENSMUSG00000022580.13"	"Rhpn1"	chr15	+	75711790	75712451	75711790	75711898	75712256	75712451
1481	"ENSMUSG00000022580.13"	"Rhpn1"	chr15	+	75711790	75712451	75711790	75711898	75712291	75712451
1482	"ENSMUSG00000022580.13"	"Rhpn1"	chr15	+	75713218	75713611	75713218	75713365	75713449	75713611
1483	"ENSMUSG00000035835.14"	"Plppr3"	chr10	-	79866411	79866725	79866411	79866585	79866667	79866725
1484	"ENSMUSG00000035835.14"	"Plppr3"	chr10	-	79866834	79867307	79866834	79866878	79867171	79867307
1485	"ENSMUSG00000035835.14"	"Plppr3"	chr10	-	79866834	79867307	79866834	79867030	79867171	79867307
1486	"ENSMUSG00000024947.16"	"Men1"	chr19	+	6335038	6335905	6335038	6335082	6335444	6335905
1487	"ENSMUSG00000024947.16"	"Men1"	chr19	+	6338282	6338961	6338282	6338419	6338825	6338961
1488	"ENSMUSG00000028608.15"	"RP23-40G2.3"	chr4	+	107894872	107897118	107894872	107894938	107896870	107897118
1489	"ENSMUSG00000028608.15"	"RP23-40G2.3"	chr4	+	107896661	107897118	107896661	107896748	107896870	107897118
1490	"ENSMUSG00000023764.18"	"Sfi1"	chr11	-	3134625	3135542	3134625	3134730	3135282	3135542
1491	"ENSMUSG00000011350.15"	"AC161441.7"	chr7	+	24822073	24822430	24822073	24822251	24822339	24822430
1492	"ENSMUSG00000011350.15"	"AC161441.7"	chr7	+	24838276	24838495	24838276	24838328	24838447	24838495
1493	"ENSMUSG00000047528.13"	"Als2cr12"	chr1	-	58669427	58670467	58669427	58669480	58670369	58670467
1494	"ENSMUSG00000023110.12"	"Prmt5"	chr14	-	54516105	54516615	54516105	54516191	54516496	54516615
1495	"ENSMUSG00000110206.1"	"Flt3l"	chr7	-	45132227	45134026	45132227	45132412	45133881	45134026
1496	"ENSMUSG00000110206.1"	"Flt3l"	chr7	-	45132227	45134026	45132227	45132412	45133897	45134026
1497	"ENSMUSG00000026520.8"	"Pycr2"	chr1	+	180906162	180906687	180906162	180906384	180906594	180906687
1498	"ENSMUSG00000025504.13"	"Eps8l2"	chr7	+	141341892	141342110	141341892	141341974	141342054	141342110
1499	"ENSMUSG00000025504.13"	"Eps8l2"	chr7	+	141357241	141357691	141357241	141357316	141357542	141357691
1500	"ENSMUSG00000028104.14"	"Polr3gl"	chr3	-	96579797	96580089	96579797	96579911	96580015	96580089
1501	"ENSMUSG00000026848.14"	"Tor1b"	chr2	+	30953751	30955953	30953751	30954008	30955767	30955953
1502	"ENSMUSG00000026848.14"	"Tor1b"	chr2	+	30953751	30955953	30953751	30954017	30955767	30955953
1503	"ENSMUSG00000026848.14"	"Tor1b"	chr2	+	30953751	30955953	30953751	30953892	30955777	30955953
1504	"ENSMUSG00000026848.14"	"Tor1b"	chr2	+	30953751	30955953	30953751	30954017	30955777	30955953
1505	"ENSMUSG00000022946.9"	"Dopey2"	chr16	+	93739153	93740674	93739153	93739335	93739968	93740674
1506	"ENSMUSG00000058546.8"	"Rpl23a"	chr11	-	78180934	78181223	78180934	78180997	78181153	78181223
